gene_id	ERR337909	ERR337922	ERR337912	ERR337925	ERR337961	ERR337973	ERR337937	ERR337949
EgrG_000673400	128	122	176	146	181	194	209	220
EgrG_000673500	0	0	0	0	0	0	0	1
EgrG_000673600	451	396	315	299	400	358	561	542
EgrG_000673700	1282	1178	1099	903	1654	1455	1587	1662
EgrG_000673750	1811	1671	1064	945	1328	1333	1173	1303
EgrG_000673800	0	6	4	3	4	0	2	2
EgrG_000673900	0	0	0	0	0	0	0	0
EgrG_000674000	0	1	0	0	0	0	0	0
EgrG_000674100	776	677	557	488	694	681	747	750
EgrG_000674200	197	156	68	78	73	69	136	148
EgrG_000674300	118	97	129	115	183	167	189	208
EgrG_000674400	44	25	20	19	25	16	23	28
EgrG_000674500	653	579	972	825	763	648	945	922
EgrG_000674600	474	449	173	143	288	253	330	337
EgrG_000674700	447	395	281	251	332	318	562	576
EgrG_000674800	768	644	792	709	637	545	1768	1861
EgrG_000675100	1163	967	648	527	553	498	866	864
EgrG_000675200	297	277	296	287	508	464	527	552
EgrG_000675300	1114	966	506	426	1107	956	664	766
EgrG_000675400	3332	2784	3917	3359	3212	3034	4981	5208
EgrG_000675500	182	123	200	154	248	221	217	208
EgrG_000675600	982	881	559	407	924	831	1007	1071
EgrG_000675700	606	506	429	382	582	509	505	536
EgrG_000675800	811	721	706	631	630	613	610	704
EgrG_000675900	570	475	210	218	427	387	283	303
EgrG_000676000	460	422	422	331	263	283	515	532
EgrG_000676100	67	44	78	61	51	40	105	62
EgrG_000676200	131	117	184	151	215	193	243	249
EgrG_000676300	565	457	462	406	859	761	753	768
EgrG_000676500	127	93	74	57	70	78	115	90
EgrG_000676600	1702	1480	970	787	1150	1106	1190	1208
EgrG_000676700	1120	1013	1375	1217	1026	975	1018	1051
EgrG_000676800	31	25	26	26	19	21	32	29
EgrG_000676900	20	12	17	20	7	10	17	17
EgrG_000677000	3	5	6	7	9	6	14	7
EgrG_000677100	868	706	722	619	2222	2136	590	594
EgrG_000677200	758	623	546	405	536	468	582	608
EgrG_000677300	640	525	400	334	544	471	712	791
EgrG_000677400	62	59	64	44	55	53	59	59
EgrG_000677500	225	171	135	107	108	85	143	175
EgrG_000677600	1880	1664	2099	1811	903	733	1447	1505
EgrG_000677700	1021	890	862	758	913	806	942	1088
EgrG_000677800	438	400	316	287	266	210	493	510
EgrG_000677850	2974	2494	1262	1073	2304	2049	1902	2053
EgrG_000677910	1366	1149	2062	1775	1479	1420	1471	1538
EgrG_000677920	311	270	591	526	318	315	547	524
EgrG_000678000	723	652	645	571	401	335	1059	1173
EgrG_000678100	371	296	277	229	361	305	510	573
EgrG_000678300	47	42	18	22	19	22	38	34
EgrG_000678400	1003	893	947	776	1338	1123	1005	1107
EgrG_000678600	1564	1352	1004	870	1740	1622	1297	1329
EgrG_000678900	65	54	86	78	63	70	82	89
EgrG_000679500	165	171	222	192	143	128	338	399
EgrG_000679600	10	10	10	7	3	4	14	24
EgrG_000679700	3	5	7	7	0	0	6	3
EgrG_000681500	3154	2722	1819	1493	1008	898	2385	2527
EgrG_000681600	612	466	190	135	169	155	304	310
EgrG_000681700	21	21	9	9	1	0	1	5
EgrG_000681800	2474	2060	1971	1704	415	393	792	854
EgrG_000681900	1304	1101	1535	1242	535	495	557	596
EgrG_000682000	137	107	119	101	32	31	104	137
EgrG_000682100	1038	926	1300	1120	663	605	1087	1142
EgrG_000682150	20	18	37	46	34	39	55	50
EgrG_000682700	2449	1978	1253	1029	1858	1857	2035	2147
EgrG_000682800	1129	1018	1328	1184	1353	1211	1506	1509
EgrG_000682900	1779	1515	695	626	1208	1090	1159	1193
EgrG_000683000	2496	2085	2103	1751	2178	1927	2473	2651
EgrG_000683300	3373	2937	1419	1203	1559	1448	2369	2367
EgrG_000683400	1	0	0	1	2	1	1	1
EgrG_000683500	240	234	215	192	166	135	307	316
EgrG_000683600	0	0	0	0	0	0	1	0
EgrG_000683700	662	609	485	422	505	451	485	541
EgrG_000683800	4578	3921	2613	2194	3162	3004	3554	3659
EgrG_000683900	540	474	277	264	293	268	355	355
EgrG_000684000	8	2	6	7	5	6	8	4
EgrG_000684050	28	31	143	97	21	15	23	23
EgrG_000684100	1587	1327	3683	3129	1774	1621	1997	2054
EgrG_000684200	2136	1785	4378	3807	1308	1273	2443	2620
EgrG_000684300	783	733	428	368	649	600	661	708
EgrG_000684500	276	252	189	174	127	122	396	389
EgrG_000684600	122	128	82	64	74	66	197	242
EgrG_000684700	2398	2082	998	880	2555	2173	2046	2175
EgrG_000684800	35	19	38	28	18	14	61	61
EgrG_000684900	1162	1025	1181	942	1028	988	1436	1493
EgrG_000684950	434	398	416	356	358	305	440	476
EgrG_000685000	98	81	112	64	82	72	207	237
EgrG_000685100	5675	4854	4364	3646	4329	4173	6207	6452
EgrG_000685200	279	257	161	120	262	224	287	257
EgrG_000685300	1086	991	1090	923	855	809	1045	1035
EgrG_000685400	49	61	37	23	43	37	61	67
EgrG_000685500	3553	3058	3094	2658	3681	3366	5267	5723
EgrG_000685600	350	314	147	129	276	247	369	380
EgrG_000685700	90	82	53	43	49	44	51	54
EgrG_000685800	1066	866	827	717	697	655	906	919
EgrG_000685900	852	678	372	305	519	468	678	694
EgrG_000686000	996	850	1105	984	974	932	923	946
EgrG_000686100	695	589	344	281	334	325	408	442
EgrG_000686200	1	1	1	0	3	0	1	1
EgrG_000686300	670	573	182	177	481	439	312	291
EgrG_000686400	33	23	20	21	37	38	104	128
EgrG_000686500	322	347	349	263	305	293	376	406
EgrG_000686600	14	19	32	28	16	21	24	28
EgrG_000686700	45	52	33	19	22	27	72	68
EgrG_000686800	422	355	285	260	469	411	448	463
EgrG_000686900	17	10	15	8	23	21	15	23
EgrG_000687000	1089	893	726	620	703	637	1084	1082
EgrG_000687100	0	2	4	3	2	5	6	3
EgrG_000687200	71	73	84	69	71	63	143	139
EgrG_000687300	1297	1195	700	585	976	929	1073	1058
EgrG_000687400	8	5	2	6	13	5	8	12
EgrG_000687500	94	106	42	41	80	47	80	84
EgrG_000687600	340	279	187	171	243	235	225	213
EgrG_000687700	0	1	1	1	2	0	5	3
EgrG_000687800	842	732	303	281	633	619	542	535
EgrG_000687900	107	106	134	104	145	132	151	168
EgrG_000688000	1168	1018	897	836	3248	3034	806	823
EgrG_000688100	1514	1326	1929	1594	849	752	2629	2530
EgrG_000688200	848	715	706	607	869	784	1098	1044
EgrG_000688300	728	581	482	413	379	368	523	526
EgrG_000688400	0	0	0	0	0	0	0	0
EgrG_000688500	136	104	72	76	148	145	236	238
EgrG_000688600	560	468	898	799	858	757	886	917
EgrG_000688700	525	478	763	642	682	677	717	668
EgrG_000688800	459	331	349	283	429	392	718	730
EgrG_000688900	131	73	61	44	56	59	85	75
EgrG_000688950	1882	1597	1676	1404	1809	1721	2151	2337
EgrG_000689000	39576	34059	21969	19017	37078	33956	26737	27482
EgrG_000689100	135	137	96	78	39	52	144	136
EgrG_000689200	625	512	316	253	676	602	487	555
EgrG_000689300	293	256	164	148	148	120	168	169
EgrG_000689400	749	644	483	444	438	395	860	762
EgrG_000689500	1235	998	729	558	863	778	812	886
EgrG_000689600	411	361	299	262	261	249	320	361
EgrG_000689700	5516	4771	14606	13134	12143	11201	11191	11234
EgrG_000689800	233	191	224	217	118	136	270	283
EgrG_000689900	2222	1891	2654	2309	1706	1689	2523	2635
EgrG_000690000	662	569	654	564	621	630	1085	1099
EgrG_000690100	89	66	65	71	97	74	138	145
EgrG_000690200	0	1	1	2	1	1	2	3
EgrG_000690300	2	9	2	5	11	12	10	9
EgrG_000690400	75	64	44	48	55	61	47	46
EgrG_000690500	1337	1170	1738	1510	1086	938	1493	1587
EgrG_000690600	0	4	0	2	0	2	0	2
EgrG_000690700	70	63	42	42	27	26	119	106
EgrG_000690800	103	80	57	53	51	37	60	41
EgrG_000693400	2154	1759	2338	2022	2293	2155	2774	2810
EgrG_000693500	853	713	1349	1190	452	446	882	900
EgrG_000693700	675	565	452	366	289	298	330	345
EgrG_000693800	31	27	11	4	8	15	5	5
EgrG_000693900	43	37	26	37	42	40	71	71
EgrG_000694000	1810	1575	2861	2462	1893	1737	2791	2794
EgrG_000694100	295	240	293	299	356	325	435	501
EgrG_000694200	102	105	64	44	161	161	53	56
EgrG_000694300	1094	975	2179	1889	1521	1431	1539	1639
EgrG_000694350	1967	1765	2325	2040	1827	1861	2352	2392
EgrG_000694380	4255	3670	1604	1446	3968	3589	2732	2909
EgrG_000694450	1208	1110	1034	913	905	760	1188	1239
EgrG_000694500	77	84	54	48	89	87	179	177
EgrG_000694600	475	401	536	502	432	383	616	700
EgrG_000694700	584	538	990	929	704	693	875	1025
EgrG_000694800	413	334	784	642	344	347	400	403
EgrG_000694900	348	312	221	174	231	222	443	467
EgrG_000695000	171	121	85	53	73	72	153	138
EgrG_000695100	7	4	5	4	7	2	5	4
EgrG_000695200	2702	2294	1771	1612	1810	1697	1960	2056
EgrG_000695400	3501	3033	2496	2096	3131	2783	2358	2439
EgrG_000695500	40	23	50	39	37	30	33	32
EgrG_000695600	717	580	1596	1473	786	735	967	956
EgrG_000695700	454	371	275	212	265	227	365	399
EgrG_000695800	1557	1383	496	510	1333	1178	720	741
EgrG_000695900	399	338	368	267	523	534	381	378
EgrG_000696000	268	252	139	121	248	213	214	243
EgrG_000696100	212	189	148	124	267	250	300	309
EgrG_000696400	0	0	0	0	0	0	0	0
EgrG_000696500	358	262	301	257	296	273	439	437
EgrG_000696600	341	266	112	127	225	214	198	200
EgrG_000696700	2799	2365	1256	1001	2412	2236	1694	1782
EgrG_000696800	2493	2219	4694	4071	2329	2301	3232	3424
EgrG_000696900	883	742	595	493	594	578	706	736
EgrG_000697000	684	556	711	616	517	505	706	709
EgrG_000697100	368	322	278	220	198	179	320	299
EgrG_000697200	831	670	938	757	565	462	596	559
EgrG_000697300	1099	953	710	665	1139	1020	954	972
EgrG_000697400	13	16	39	32	42	30	24	30
EgrG_000697500	5	3	5	0	1	2	2	2
EgrG_000697600	802	704	592	495	605	559	481	548
EgrG_000697700	73	73	110	98	82	97	107	101
EgrG_000697800	181	153	99	80	135	133	181	187
EgrG_000697900	687	519	312	282	433	417	511	518
EgrG_000698000	122	103	191	151	102	105	225	215
EgrG_000698100	198	154	123	121	168	176	191	188
EgrG_000698200	223	172	276	235	289	244	380	308
EgrG_000698300	1089	891	790	688	790	701	793	827
EgrG_000698400	324	290	624	556	221	223	408	414
EgrG_000698500	772	688	524	464	935	834	1140	1129
EgrG_000698600	23508	20384	8841	7584	17992	16314	12039	12398
EgrG_000698900	1819	1488	1445	1225	1496	1367	1779	1711
EgrG_000699000	661	613	338	292	381	413	639	652
EgrG_000699200	899	781	811	705	703	669	711	735
EgrG_000699300	317	263	164	124	170	127	264	269
EgrG_000699400	273	233	233	196	478	468	470	526
EgrG_000699500	240	215	193	178	312	314	406	409
EgrG_000699600	45	43	41	33	27	30	43	50
EgrG_000699700	1	2	0	0	0	1	1	0
EgrG_000699800	1446	1169	849	762	925	832	1108	1122
EgrG_000699900	726	631	559	459	657	623	682	592
EgrG_000700100	211	148	262	241	351	310	236	231
EgrG_000700210	59	50	34	29	28	34	63	60
EgrG_000700220	1030	834	853	778	834	732	999	1019
EgrG_000700300	143	132	126	112	168	152	182	183
EgrG_000700400	44	40	55	39	43	25	38	50
EgrG_000700500	1612	1427	1329	1194	1618	1498	1903	1950
EgrG_000700600	695	606	390	305	360	354	412	412
EgrG_000700700	9373	8003	4067	3582	9076	8396	5785	6058
EgrG_000700900	676	549	1332	1180	851	764	1211	1311
EgrG_000701000	262	195	134	153	262	240	230	259
EgrG_000701100	436	333	292	233	399	381	348	353
EgrG_000701200	298	267	306	265	340	309	788	793
EgrG_000701300	747	606	309	279	505	459	610	618
EgrG_000701500	13188	11386	10649	9025	7939	7585	7974	8097
EgrG_000701600	4264	3581	4261	3693	2921	2688	4735	4915
EgrG_000701700	6642	5944	3123	2758	5804	5515	4219	4291
EgrG_000701800	3422	2942	3575	3046	2049	1987	2239	2258
EgrG_000702100	153	134	156	137	152	152	182	159
EgrG_000702200	171	167	121	117	86	77	194	164
EgrG_000702250	932	789	745	631	562	513	792	837
EgrG_000702300	382	343	283	233	298	286	339	373
EgrG_000702400	558	454	470	401	281	278	688	762
EgrG_000702500	19	27	14	5	12	9	19	16
EgrG_000702600	981	778	958	862	962	895	1053	1066
EgrG_000702700	4898	4151	2507	2120	4157	3781	3300	3307
EgrG_000702800	228	162	138	154	162	155	339	355
EgrG_000702900	358	267	295	263	207	181	244	270
EgrG_000703000	2052	1806	1000	835	1515	1271	2008	2034
EgrG_000703050	40	31	19	20	31	26	41	69
EgrG_000703100	7	7	7	6	11	12	16	13
EgrG_000703200	335	329	456	392	311	305	367	366
EgrG_000703300	4992	4542	2957	2488	4478	4316	2767	2897
EgrG_000703400	41	41	62	65	36	35	76	67
EgrG_000703500	74	60	43	40	55	43	19	16
EgrG_000703600	94	93	55	42	141	117	95	109
EgrG_000703700	864	747	919	808	663	631	681	716
EgrG_000703800	1211	1058	1152	1009	1066	983	944	1036
EgrG_000703900	937	792	491	436	903	816	845	866
EgrG_000704000	1007	885	557	457	788	730	822	850
EgrG_000704100	138	113	147	133	186	161	302	286
EgrG_000704200	442	352	402	340	258	234	392	434
EgrG_000704300	366	343	439	294	251	240	359	323
EgrG_000704400	2184	1866	1049	959	694	637	904	1023
EgrG_000704500	396	330	181	142	390	355	301	314
EgrG_000704600	31	18	15	11	15	17	22	23
EgrG_000704700	19	19	24	11	23	20	32	25
EgrG_000704800	170	150	164	120	143	150	273	276
EgrG_000704900	794	672	410	349	595	508	577	599
EgrG_000705000	202	172	99	95	134	117	168	179
EgrG_000705100	457	436	459	401	507	470	612	674
EgrG_000705200	158	120	171	176	175	160	249	265
EgrG_000705300	1015	864	1723	1548	831	787	1577	1593
EgrG_000705400	968	783	1026	930	1294	1158	1976	2029
EgrG_000705500	360	305	395	294	389	357	648	662
EgrG_000705600	501	470	679	522	621	575	947	1001
EgrG_000705800	0	2	0	1	1	0	1	2
EgrG_000705900	165	144	18	18	144	163	30	35
EgrG_000706000	171	161	108	85	202	175	175	177
EgrG_000706100	766	645	777	651	806	719	1118	1186
EgrG_000706200	387	315	323	264	359	302	364	380
EgrG_000706300	1082	905	955	825	783	736	1062	1164
EgrG_000706400	769	689	430	389	691	599	843	787
EgrG_000706500	1171	977	1309	1063	1305	1232	1664	1682
EgrG_000706600	416	398	380	323	418	380	649	635
EgrG_000706700	210	156	258	211	289	284	307	282
EgrG_000706800	864	738	1068	927	1255	1143	1195	1269
EgrG_000706900	2007	1725	4778	4309	2287	2146	2864	2889
EgrG_000707000	217	162	302	287	269	237	393	415
EgrG_000707100	168	150	228	200	276	242	398	421
EgrG_000707200	64	59	40	50	80	82	96	105
EgrG_000707300	620	526	692	588	725	664	1304	1373
EgrG_000707400	1280	1072	619	512	878	776	1043	1132
EgrG_000707500	391	359	247	255	248	241	562	546
EgrG_000707700	1017	877	749	555	852	807	1025	1085
EgrG_000707800	909	734	502	458	1014	914	954	966
EgrG_000707900	857	762	755	631	975	846	1012	1043
EgrG_000708000	263	211	111	96	132	132	159	167
EgrG_000708200	3963	3562	2698	2481	2087	1860	2143	2232
EgrG_000708400	1399	1222	2086	1877	1374	1277	1564	1540
EgrG_000708500	1325	1173	1347	1206	1480	1269	1648	1814
EgrG_000708600	1308	1193	1223	1072	1567	1398	1411	1406
EgrG_000708700	1944	1683	2178	1941	2579	2368	3998	4103
EgrG_000708800	2363	2106	2207	1847	2153	1940	2248	2377
EgrG_000708900	1454	1214	880	788	686	630	886	908
EgrG_000709100	1736	1428	1425	1209	1310	1248	2166	2247
EgrG_000709200	609	572	1007	847	779	660	950	957
EgrG_000709300	247	195	65	149	275	405	247	251
EgrG_000709400	1	3	3	0	0	4	0	1
EgrG_000709500	5	5	1	5	4	3	11	11
EgrG_000709600	49	18	19	34	21	22	60	57
EgrG_000709800	55	42	71	67	48	53	75	74
EgrG_000710100	0	0	0	0	0	0	0	0
EgrG_000710200	0	0	0	0	0	0	0	0
EgrG_000710300	0	0	0	0	0	1	0	0
EgrG_000710400	0	0	0	0	0	0	0	0
EgrG_000710600	1	0	0	0	2	0	0	0
EgrG_000710800	574	513	391	329	278	274	425	409
EgrG_000710900	2065	1824	1528	1267	2542	2352	1738	1821
EgrG_000711000	898	787	1286	1146	664	590	758	750
EgrG_000711100	36	29	28	20	17	10	69	87
EgrG_000711400	926	741	1193	1026	565	457	1211	1336
EgrG_000711500	6047	5010	4081	3509	2948	2654	3359	3401
EgrG_000711600	251	183	68	63	149	144	156	150
EgrG_000711800	80	73	76	81	119	92	92	95
EgrG_000711900	682	617	1405	1250	1294	1222	1188	1173
EgrG_000712000	105	89	330	243	164	161	92	103
EgrG_000712100	542	487	606	541	233	216	570	562
EgrG_000712200	196	149	225	188	156	169	175	180
EgrG_000712250	233	206	72	67	131	112	85	98
EgrG_000712300	356	353	519	444	290	267	452	449
EgrG_000712400	73	86	73	55	244	208	124	110
EgrG_000712500	473	404	400	328	741	692	633	641
EgrG_000712600	3932	3230	2599	2188	2208	1951	2890	2961
EgrG_000712700	25	11	40	30	16	12	44	42
EgrG_000712900	24	25	16	8	7	5	15	14
EgrG_000713050	940	863	948	830	600	554	794	877
EgrG_000713200	84	59	49	46	85	96	122	110
EgrG_000713300	398	357	279	193	240	208	410	429
EgrG_000713700	1181	995	668	541	651	621	889	987
EgrG_000714000	815	752	156	145	207	174	145	150
EgrG_000714050	433	373	42	41	78	49	79	83
EgrG_000714100	1203	1042	1106	1023	774	761	1255	1300
EgrG_000714200	266	234	133	94	175	176	169	182
EgrG_000714300	72	61	26	34	53	56	85	80
EgrG_000714400	451	364	398	376	190	148	426	455
EgrG_000714500	168	138	58	60	81	71	143	147
EgrG_000714600	136	110	153	114	197	185	280	271
EgrG_000714700	1075	951	809	754	556	514	1017	1004
EgrG_000714800	518	417	313	269	387	354	638	704
EgrG_000714900	531	472	392	302	395	361	299	295
EgrG_000715000	4	1	0	0	1	2	3	0
EgrG_000715100	425	405	232	227	840	791	263	303
EgrG_000715200	1036	869	530	477	2587	2413	735	756
EgrG_000715400	185	181	134	140	145	110	161	175
EgrG_000715500	913	755	1235	1066	784	668	829	871
EgrG_000715550	780	647	231	229	326	322	276	291
EgrG_000715650	268	197	130	118	207	193	172	197
EgrG_000715700	371	323	326	234	1399	1306	508	521
EgrG_000715900	957	768	635	546	538	500	992	952
EgrG_000716000	17	9	13	8	6	10	14	10
EgrG_000716100	1214	1068	684	606	885	829	847	873
EgrG_000716200	0	0	0	0	0	0	0	0
EgrG_000716300	488	427	438	370	436	460	504	507
EgrG_000716400	6749	5850	12784	11115	8190	7469	7488	7624
EgrG_000716500	62	47	104	80	99	95	132	98
EgrG_000716600	1688	1489	1149	1055	951	884	1092	1146
EgrG_000716700	168	140	237	172	147	137	169	196
EgrG_000716800	141	128	147	104	73	72	165	174
EgrG_000716900	2107	1839	1455	1245	1194	1074	1589	1577
EgrG_000717100	426	352	330	310	350	289	431	428
EgrG_000717200	37	24	25	17	18	18	39	45
EgrG_000717300	0	0	0	0	0	0	0	0
EgrG_000717400	23	20	13	18	15	6	47	40
EgrG_000717600	1745	1567	2910	2418	1189	1047	1415	1511
EgrG_000717700	3801	3292	2050	1768	2410	2280	2877	3109
EgrG_000717800	110	88	54	36	52	50	90	120
EgrG_000717900	779	651	571	502	441	417	652	630
EgrG_000718000	263	237	108	110	174	158	211	234
EgrG_000718100	192	163	158	126	155	121	230	230
EgrG_000718200	116	79	71	80	57	62	115	139
EgrG_000718300	581	481	494	378	375	303	639	604
EgrG_000718400	0	0	0	0	0	1	0	0
EgrG_000718500	0	0	0	0	0	0	0	0
EgrG_000718600	247	227	219	188	320	300	330	337
EgrG_000718800	1154	986	1516	1261	1883	1785	1439	1454
EgrG_000718900	11	11	45	28	61	45	24	20
EgrG_000719050	87	78	114	89	143	137	127	148
EgrG_000719150	167	154	259	246	250	222	251	260
EgrG_000719200	424	363	594	561	470	430	531	541
EgrG_000719300	103	90	96	69	164	145	191	181
EgrG_000719400	442	403	487	347	457	449	507	537
EgrG_000719500	68	70	50	44	105	81	73	90
EgrG_000719600	127	115	204	200	254	222	337	350
EgrG_000719700	12751	11148	7502	6544	8590	7801	9424	9733
EgrG_000719900	108	95	133	98	102	98	157	171
EgrG_000720000	184	151	125	112	191	171	248	287
EgrG_000720100	6848	5848	2666	2303	5202	4643	3719	3922
EgrG_000720150	460	351	352	288	366	324	592	602
EgrG_000720200	688	668	567	472	823	750	806	860
EgrG_000720300	1116	988	642	536	656	626	859	909
EgrG_000720400	2	1	2	0	0	0	0	0
EgrG_000720500	4040	3470	2517	2125	2392	2149	2777	2810
EgrG_000720600	13	9	3	3	3	6	5	6
EgrG_000720700	137	128	99	68	122	84	125	115
EgrG_000720800	247	224	253	208	265	248	367	400
EgrG_000720900	0	1	0	0	0	0	0	1
EgrG_000721000	0	0	0	0	1	0	1	1
EgrG_000721100	0	0	0	0	0	0	0	0
EgrG_000721200	954	816	854	727	854	786	1063	1102
EgrG_000721300	386	344	283	271	396	412	491	536
EgrG_000721400	26	34	30	36	36	39	74	65
EgrG_000721500	364	304	377	307	184	167	544	593
EgrG_000721600	532	477	356	293	149	125	435	466
EgrG_000721700	326	282	288	242	301	228	420	393
EgrG_000721800	250	212	225	215	216	189	245	226
EgrG_000721900	2	3	0	0	2	2	1	4
EgrG_000722000	90	72	36	23	34	25	52	51
EgrG_000722100	0	0	0	0	0	0	0	0
EgrG_000722200	0	1	0	0	0	0	0	1
EgrG_000722300	5	1	1	0	11	4	11	17
EgrG_000722400	0	0	0	0	0	0	0	0
EgrG_000722500	1727	1453	1502	1278	1319	1173	1446	1610
EgrG_000722600	8540	7257	10782	9184	11116	10075	9460	9473
EgrG_000722800	492	416	240	193	403	383	427	437
EgrG_000722900	469	457	786	653	612	581	641	686
EgrG_000723000	834	709	334	278	393	297	366	402
EgrG_000723100	112	72	84	87	76	68	161	158
EgrG_000723300	899	751	1264	1071	1634	1397	2279	2320
EgrG_000723500	0	1	2	1	2	2	1	2
EgrG_000723700	130	126	157	113	147	131	56	53
EgrG_000723800	12	9	28	25	40	26	32	35
EgrG_000723900	319	262	184	175	91	100	177	134
EgrG_000724000	516	446	422	349	298	250	483	519
EgrG_000724100	139	116	126	93	482	423	85	129
EgrG_000724200	6	3	3	1	5	2	2	3
EgrG_000724300	0	0	0	0	0	0	0	0
EgrG_000724400	138	110	27	21	55	53	36	36
EgrG_000724500	1825	1518	534	433	1006	872	714	785
EgrG_000724600	90	64	42	33	63	50	41	56
EgrG_000724700	817	722	580	439	625	514	691	705
EgrG_000724800	2667	2219	1272	1000	2926	2695	1961	2144
EgrG_000724900	123	96	99	74	89	97	155	183
EgrG_000725000	1425	1292	1652	1495	830	696	1442	1476
EgrG_000725100	648	566	462	414	690	649	981	989
EgrG_000725200	281	228	397	366	185	180	270	259
EgrG_000725300	1617	1326	1119	941	1253	1126	1225	1260
EgrG_000725400	586	503	376	327	251	232	323	323
EgrG_000725500	1001	902	1221	1048	714	713	891	946
EgrG_000725600	459	386	234	207	316	336	313	327
EgrG_000725700	355	304	321	258	187	147	335	330
EgrG_000725800	127	116	68	51	74	80	104	99
EgrG_000725900	1005	868	868	780	669	626	736	773
EgrG_000726000	641	546	1406	1100	858	771	889	948
EgrG_000726100	1254	1032	1571	1312	2657	2504	948	962
EgrG_000726200	96	90	82	57	153	142	172	162
EgrG_000726300	4996	4179	2190	1931	4299	3958	3195	3261
EgrG_000726400	33	27	20	13	29	22	28	25
EgrG_000726450	11	13	7	14	4	3	36	42
EgrG_000726700	0	0	0	0	0	0	0	0
EgrG_000726800	0	0	0	0	0	0	0	0
EgrG_000726900	50	30	64	42	69	78	85	104
EgrG_000727000	354	278	287	228	320	322	279	305
EgrG_000727100	1469	1278	852	735	709	683	1302	1367
EgrG_000727200	1951	1739	853	755	1243	1095	1399	1475
EgrG_000727300	482	427	592	505	191	155	951	1053
EgrG_000727400	345	326	233	198	256	267	366	391
EgrG_000727500	909	785	650	525	519	481	804	786
EgrG_000727600	18	10	7	5	20	17	24	27
EgrG_000727700	531	455	247	202	418	389	347	379
EgrG_000727850	359	272	250	234	325	296	507	518
EgrG_000727900	706	612	497	457	432	380	648	673
EgrG_000728000	561	491	294	291	392	343	487	413
EgrG_000728100	4645	4013	2597	2249	3715	3383	3018	3156
EgrG_000728200	555	432	532	471	475	447	638	651
EgrG_000728300	973	798	843	716	945	841	737	783
EgrG_000728400	219	170	131	114	177	203	130	138
EgrG_000728500	751	680	381	334	688	632	517	553
EgrG_000728610	239	190	153	147	295	214	219	220
EgrG_000728700	114	84	61	55	79	69	106	135
EgrG_000728800	675	596	515	478	542	491	712	711
EgrG_000728900	0	0	0	0	0	0	0	0
EgrG_000729000	3671	3239	2276	1992	3261	2905	2579	2689
EgrG_000729100	675	540	914	737	1125	1043	867	946
EgrG_000729300	2085	1797	3434	2794	2466	2177	2964	3028
EgrG_000729500	1856	1498	1580	1295	1331	1183	1514	1594
EgrG_000729600	269	221	202	194	205	184	281	285
EgrG_000729700	1	1	2	0	14	9	18	14
EgrG_000730200	0	0	0	0	0	0	0	0
EgrG_000730300	28	16	21	19	15	16	17	16
EgrG_000730400	15	10	6	13	27	22	11	23
EgrG_000730600	14	15	7	3	16	17	16	11
EgrG_000730700	4	5	5	1	6	1	9	14
EgrG_000730800	62	39	68	54	73	59	143	145
EgrG_000731200	27	24	29	30	33	28	65	67
EgrG_000731400	2	2	8	5	4	2	5	3
EgrG_000731500	15	15	13	6	17	11	20	20
EgrG_000731600	284	207	259	220	287	249	238	246
EgrG_000731700	0	0	0	0	0	0	0	0
EgrG_000731800	0	0	0	0	0	0	0	0
EgrG_000731900	20	28	34	23	36	27	40	48
EgrG_000732000	920	788	878	745	515	490	1096	1166
EgrG_000732100	998	861	946	753	1174	1077	1298	1161
EgrG_000732120	44	56	36	37	71	60	76	77
EgrG_000732200	103	81	59	44	83	82	131	137
EgrG_000732300	206	152	174	126	234	246	344	322
EgrG_000732400	1206	1022	1022	920	1784	1621	1032	1067
EgrG_000732500	494	408	666	594	294	283	565	545
EgrG_000732700	399	342	275	237	418	366	413	397
EgrG_000732800	155	129	171	123	164	150	209	203
EgrG_000732900	1385	1195	980	856	1189	1117	1199	1301
EgrG_000733000	1957	1851	1483	1365	851	795	1073	1203
EgrG_000733050	2261	1872	1618	1408	2490	2343	2287	2411
EgrG_000733100	10219	8646	6249	5407	5543	4911	5537	5647
EgrG_000733200	97	86	64	53	87	79	123	140
EgrG_000733400	0	0	1	0	0	0	0	0
EgrG_000733450	6	4	6	5	33	31	15	10
EgrG_000733600	2631	2211	1745	1526	1385	1259	1639	1728
EgrG_000733700	84	76	83	78	184	188	19	22
EgrG_000733800	362	307	396	397	374	372	433	458
EgrG_000733900	4747	4127	2880	2472	3863	3571	3248	3248
EgrG_000734000	147	128	75	80	97	78	101	87
EgrG_000734100	538	448	357	304	401	382	544	621
EgrG_000734200	964	856	881	677	964	849	1146	1202
EgrG_000734300	247	210	179	158	235	244	210	221
EgrG_000734400	258	232	203	172	731	692	223	233
EgrG_000734500	34	24	20	24	32	24	38	43
EgrG_000734600	1755	1558	1461	1254	2391	2157	2265	2424
EgrG_000734700	4728	4223	5715	4880	7899	7388	7172	7280
EgrG_000734800	100	94	75	49	129	122	100	123
EgrG_000734900	807	653	128	106	90	90	145	169
EgrG_000735000	19	11	26	28	57	65	30	31
EgrG_000735100	639	594	489	439	412	414	499	535
EgrG_000735200	429	356	244	224	274	228	341	309
EgrG_000735300	676	584	801	677	787	748	418	437
EgrG_000735400	378	292	253	189	307	251	465	483
EgrG_000735500	1887	1682	1406	1318	2030	1820	1570	1585
