gene_id	ERR337909	ERR337922	ERR337912	ERR337925	ERR337937	ERR337949
EgrG_001043550	1466	1269	682	529	987	1042
EgrG_001043700	29	38	10	5	17	21
EgrG_001043800	377	291	574	521	679	744
EgrG_001043900	5506	4810	4259	3667	6308	6631
EgrG_001044000	39	33	18	23	35	49
EgrG_001044100	437	343	274	212	440	440
EgrG_001044200	1131	994	971	796	1547	1591
EgrG_001044300	1549	1341	3328	2771	2502	2611
EgrG_001044400	105	86	108	100	239	244
EgrG_001044500	0	0	0	0	0	0
EgrG_001044600	399	314	360	331	387	359
EgrG_001044700	54	45	40	30	59	64
EgrG_001044800	10	11	4	5	4	0
EgrG_001044900	969	797	1537	1408	1405	1454
EgrG_001045000	403	341	441	412	342	327
EgrG_001045100	878	684	1110	985	943	1046
EgrG_001045200	1478	1334	2099	1798	1615	1644
EgrG_001045300	1611	1414	1228	1104	1057	1152
EgrG_001045350	482	372	401	348	385	347
EgrG_001045500	175	152	103	86	134	117
EgrG_001045600	524	451	254	212	385	399
EgrG_001045700	29	25	39	36	48	45
EgrG_001045800	1593	1356	3007	2583	2633	2717
EgrG_001045900	298	230	184	140	248	248
EgrG_001046000	377	338	341	311	418	463
EgrG_001046100	289	242	326	303	467	506
EgrG_001046200	183	170	148	136	171	189
EgrG_001046300	378	327	309	272	552	567
EgrG_001046400	36	46	22	18	46	47
EgrG_001046500	1072	938	1426	1188	1451	1406
EgrG_001046600	331	306	770	648	715	702
EgrG_001046700	27	30	15	16	39	24
EgrG_001046800	1352	1081	1718	1504	1883	1957
EgrG_001047000	5295	4744	2420	2053	3859	3989
EgrG_001047100	2132	1785	1387	1261	1873	1915
EgrG_001047200	606	540	293	250	349	371
EgrG_001047300	509	398	777	681	772	835
EgrG_001047400	361	307	303	252	802	827
EgrG_001047500	17	8	11	7	25	15
EgrG_001047600	1770	1446	2161	1926	2247	2324
EgrG_001047700	400	308	266	237	347	400
EgrG_001047800	689	526	602	492	655	663
EgrG_001047900	2014	1672	2372	1935	2475	2495
EgrG_001048100	625	543	608	483	666	670
EgrG_001048200	187	158	182	151	269	270
EgrG_001048250	122	97	149	140	199	183
EgrG_001048300	686	580	653	588	634	656
EgrG_001048400	446	368	422	310	679	667
EgrG_001048500	453	398	236	196	289	280
EgrG_001048600	239	204	246	231	344	344
EgrG_001048700	11	16	6	8	16	4
EgrG_001048800	307	277	300	233	483	517
EgrG_001048900	1568	1332	1488	1228	1711	1615
EgrG_001049000	3035	2629	1838	1545	2779	2924
EgrG_001049210	294	242	238	204	401	397
EgrG_001049220	34	33	11	5	27	21
EgrG_001049300	211	155	131	141	251	260
EgrG_001049400	573	473	624	567	597	624
EgrG_001049600	54	44	33	25	37	53
EgrG_001049700	455	373	344	303	493	509
EgrG_001049800	122	126	99	136	157	172
EgrG_001049900	475	409	484	356	545	525
EgrG_001050000	628	538	254	203	329	314
EgrG_001050200	1189	951	872	654	656	681
EgrG_001050300	448	404	545	432	532	597
EgrG_001050350	708	604	612	544	660	750
EgrG_001050500	64	43	36	26	116	110
EgrG_001050600	319	321	287	259	410	467
EgrG_001050700	0	0	0	0	0	0
EgrG_001050800	306	246	323	302	502	491
EgrG_001050900	729	666	589	469	650	590
EgrG_001051000	501	424	402	344	476	484
EgrG_001051200	337	275	183	155	282	269
EgrG_001051300	782	682	885	741	1392	1435
EgrG_001051400	282	264	216	169	240	274
EgrG_001051500	1074	932	1099	927	1192	1273
EgrG_001051600	78	61	64	51	28	25
EgrG_001051700	1123	904	411	363	361	450
EgrG_001051800	216	203	200	167	244	272
EgrG_001051900	1098	921	191	141	158	171
EgrG_001052000	0	0	0	0	0	0
EgrG_001052100	239	244	84	70	115	118
EgrG_001052200	83	63	50	42	82	96
EgrG_001052300	127	101	148	147	243	226
EgrG_001052400	98	107	75	57	97	108
EgrG_001052500	3778	3173	3056	2549	4444	4623
EgrG_001052600	227	198	298	262	215	199
EgrG_001052700	778	672	517	422	469	461
EgrG_001052800	2131	1860	939	813	1420	1441
EgrG_001052900	1684	1488	932	743	936	957
EgrG_001053000	13	11	12	12	11	10
EgrG_001053100	330	298	457	403	339	329
EgrG_001053200	1727	1526	1051	904	997	1074
EgrG_001053300	61	55	31	28	64	73
EgrG_001053400	341	328	256	221	268	316
EgrG_001053500	2	6	2	4	5	7
EgrG_001053600	23	29	22	14	28	23
EgrG_001053700	407	349	568	531	449	459
EgrG_001053800	791	683	1143	1007	1134	1209
EgrG_001054000	2378	1971	1808	1605	2045	2093
EgrG_001054100	136	113	108	119	146	161
EgrG_001054200	644	529	687	592	626	583
EgrG_001054300	851	707	740	645	1165	1179
EgrG_001054400	2643	2239	1334	1136	1629	1690
EgrG_001054500	944	876	704	636	928	909
EgrG_001054600	1616	1483	1082	887	920	944
EgrG_001054700	1	0	0	0	0	1
EgrG_001054800	211	152	116	86	204	276
EgrG_001054900	352	302	294	250	382	423
EgrG_001055000	93	88	70	70	95	88
EgrG_001055100	437	385	430	358	725	731
EgrG_001055200	179	147	179	168	373	389
EgrG_001055300	502	377	270	253	499	566
EgrG_001055400	84	69	105	91	36	53
EgrG_001055500	6	8	5	5	12	7
EgrG_001055600	340	262	456	404	447	404
EgrG_001055700	105	81	29	23	33	17
EgrG_001055800	1251	1046	812	678	903	954
EgrG_001055900	1420	1231	1501	1242	1356	1372
EgrG_001056000	156	136	93	71	121	92
EgrG_001056100	2	0	1	0	0	0
EgrG_001056200	62	73	48	34	44	49
EgrG_001056300	74	72	96	59	46	44
EgrG_001056400	1172	1045	1019	782	1056	1090
EgrG_001056500	583	481	627	528	417	384
EgrG_001056600	0	2	0	2	3	3
EgrG_001056700	1229	1070	971	801	1056	1099
EgrG_001056750	1893	1648	847	781	1165	1204
EgrG_001056800	841	705	1263	1078	1174	1180
EgrG_001056900	1050	927	358	325	530	550
EgrG_001057000	3	1	1	0	0	3
EgrG_001057100	964	813	593	535	603	681
EgrG_001057300	2710	2284	2292	1913	1612	1667
EgrG_001057400	16	12	33	20	6	7
EgrG_001057500	506	436	405	372	357	401
EgrG_001057700	57	45	119	105	43	41
EgrG_001057800	963	868	1218	1038	887	888
EgrG_001057900	750	618	425	386	698	721
EgrG_001058000	1361	1202	1352	1293	1081	1072
EgrG_001058100	549	482	373	355	581	568
EgrG_001058200	11	8	4	3	7	11
EgrG_001058300	4	2	1	1	1	2
EgrG_001058400	615	541	477	423	522	531
EgrG_001058510	194	149	163	134	268	269
EgrG_001058520	422	398	355	296	327	327
EgrG_001058700	924	783	1071	936	1071	1027
EgrG_001058800	546	478	377	335	374	348
EgrG_001058900	1223	1036	860	691	929	864
EgrG_001059000	994	898	1584	1342	1035	1039
EgrG_001059200	457	398	166	152	197	176
EgrG_001059300	3321	2911	2885	2484	3578	3728
EgrG_001059400	2849	2461	1586	1355	1710	1771
EgrG_001059500	26	23	6	12	17	41
EgrG_001059600	999	880	603	534	637	600
EgrG_001059700	76	54	62	53	68	69
EgrG_001059800	215	207	223	189	162	188
EgrG_001059900	35	41	51	50	50	53
EgrG_001060100	3739	3207	2211	1902	4731	5014
EgrG_001060200	294	268	231	213	424	413
EgrG_001060300	443	395	117	110	154	160
EgrG_001060400	2115	1756	866	791	1586	1655
EgrG_001060600	4103	3545	4629	4087	1638	1697
EgrG_001060700	5107	4450	5501	4825	2159	2176
EgrG_001060900	174	153	300	268	233	215
EgrG_001061000	0	2	1	4	3	2
EgrG_001061200	310	270	252	227	277	285
EgrG_001061300	862	736	1488	1231	1391	1551
EgrG_001061400	167	186	222	179	320	345
EgrG_001061600	3	0	0	2	0	0
EgrG_001061700	2016	1792	1766	1480	2549	2655
EgrG_001061800	984	889	1094	959	1198	1171
EgrG_001061900	5412	4673	5646	4867	5040	5255
EgrG_001062000	681	548	509	412	496	589
EgrG_001062100	501	458	370	309	451	473
EgrG_001062200	424	401	312	222	395	393
EgrG_001062300	285	227	250	226	183	185
EgrG_001062400	45	59	112	125	140	134
EgrG_001062500	1575	1293	1651	1374	1535	1472
EgrG_001062600	404	330	309	292	365	398
EgrG_001062900	23	16	17	17	27	25
EgrG_001063400	331	316	159	147	201	208
EgrG_001063500	1564	1419	1388	1183	1594	1693
EgrG_001063600	1032	809	1326	1163	804	839
EgrG_001063700	1392	1254	461	414	950	938
EgrG_001063800	1072	864	475	441	661	712
EgrG_001063900	891	792	1199	1019	1343	1333
EgrG_001063950	97	94	84	73	241	211
EgrG_001064000	75	60	62	60	86	72
EgrG_001064100	462	412	380	298	459	475
EgrG_001064200	412	334	265	216	347	331
EgrG_001064300	0	0	3	0	0	0
EgrG_001064400	0	0	0	1	1	0
EgrG_001064500	1999	1754	1374	1232	2073	2072
EgrG_001064600	766	678	559	477	624	657
EgrG_001064700	709	589	753	668	812	783
EgrG_001064800	2714	2397	1169	876	1349	1284
EgrG_001064900	830	756	599	443	1083	1140
EgrG_001065000	381	306	300	247	424	467
EgrG_001065100	1683	1501	1447	1254	2448	2531
EgrG_001065200	414	362	451	363	546	565
EgrG_001065300	52	43	33	38	36	27
EgrG_001065400	6273	5396	3713	3184	4417	4462
EgrG_001065500	4559	3933	2410	2071	2708	2877
EgrG_001065650	1120	1005	1927	1610	1196	1227
EgrG_001065700	616	543	923	808	863	845
EgrG_001065800	42	37	29	21	23	28
EgrG_001065900	85	68	100	96	98	98
EgrG_001066000	739	612	757	617	703	798
EgrG_001066100	293	251	256	258	389	397
EgrG_001066200	603	495	649	552	742	734
EgrG_001066300	28	39	35	32	40	43
EgrG_001066400	0	0	0	0	0	0
EgrG_001066500	392	356	371	333	355	343
EgrG_001066600	45	44	22	14	24	18
EgrG_001066800	520	480	441	396	482	539
EgrG_001066900	1761	1454	1512	1233	1956	2080
EgrG_001067000	577	498	336	304	453	459
EgrG_001067100	465	386	565	429	439	458
EgrG_001067200	142	99	65	51	79	107
EgrG_001067500	0	0	0	0	0	0
EgrG_001067600	214	194	128	118	217	217
EgrG_001067700	937	784	1140	921	621	697
EgrG_001067750	530	461	560	489	1064	1110
EgrG_001067800	1336	1119	1646	1513	1102	1163
EgrG_001067900	430	387	312	296	477	513
EgrG_001068000	69	51	70	51	104	93
EgrG_001068100	1391	1226	1654	1406	1130	1188
EgrG_001068400	393	350	255	236	450	449
EgrG_001068500	3383	3028	1426	1200	1765	1879
EgrG_001068600	1406	1231	1297	1132	964	1044
EgrG_001068700	787	692	807	712	807	847
EgrG_001068800	760	638	812	703	708	733
EgrG_001069000	464	408	269	234	311	329
EgrG_001069100	996	890	839	698	1158	1074
EgrG_001069200	1550	1305	1112	934	908	1008
EgrG_001069300	1427	1219	1105	1053	916	952
EgrG_001069500	646	546	502	447	514	560
EgrG_001069700	1167	1065	1089	904	1423	1420
EgrG_001069800	158	122	119	104	124	124
EgrG_001070150	652	536	392	305	576	615
EgrG_001070200	29	27	29	21	23	31
EgrG_001070300	2777	2394	1853	1590	2598	2684
EgrG_001070500	1	0	0	0	0	0
EgrG_001070600	47	44	30	28	30	55
EgrG_001070700	4174	3487	4592	3987	2718	2700
EgrG_001070900	12	9	6	6	12	15
EgrG_001071000	569	461	660	604	930	916
EgrG_001071100	4876	4087	2624	2236	3870	3988
EgrG_001071200	744	562	600	555	608	616
EgrG_001071300	629	531	647	548	785	754
EgrG_001071400	20	8	8	7	14	14
EgrG_001071500	96	77	99	99	157	151
EgrG_001071600	28	31	11	15	32	32
EgrG_001071700	400	324	371	302	585	663
EgrG_001071800	392	345	324	289	195	193
EgrG_001071900	243	214	138	158	316	350
EgrG_001072100	383	319	266	237	589	648
EgrG_001072300	5	3	2	0	0	1
EgrG_001072400	0	0	0	0	0	0
EgrG_001072500	350	261	283	247	302	301
EgrG_001072600	0	0	0	1	0	0
EgrG_001072700	1	2	2	1	0	2
EgrG_001072800	121	122	40	35	135	124
EgrG_001072900	254	212	222	196	344	364
EgrG_001073000	454	429	310	299	500	483
EgrG_001073100	104	60	139	104	103	81
EgrG_001073200	679	557	415	362	665	691
EgrG_001073250	394	360	254	221	346	343
EgrG_001073400	4168	3509	2127	1831	3627	3708
EgrG_001073500	1110	945	676	602	1215	1231
EgrG_001073600	25	18	4	5	24	36
EgrG_001073700	1575	1322	1645	1429	1518	1574
EgrG_001073800	0	0	0	0	1	3
EgrG_001074000	28	22	41	29	45	53
EgrG_001074100	0	0	0	0	0	0
EgrG_001074200	0	0	0	0	0	0
EgrG_001074400	9	7	8	7	21	15
EgrG_001074500	63	52	67	62	217	193
EgrG_001074700	0	0	1	0	2	3
EgrG_001074800	65	51	43	34	57	74
EgrG_001074900	4	0	2	3	4	7
EgrG_001075000	0	2	0	1	5	6
EgrG_001075100	625	584	260	190	409	431
EgrG_001075200	896	766	408	322	438	456
EgrG_001075400	208	203	284	228	363	364
EgrG_001075600	262	219	287	237	436	420
EgrG_001075700	11	12	5	5	12	12
EgrG_001075800	439	462	356	297	491	530
EgrG_001075850	954	871	1292	1187	1040	1012
EgrG_001075900	2502	2197	1315	1107	1392	1359
EgrG_001076000	1585	1350	1021	805	1094	1119
EgrG_001076100	434	328	417	381	321	308
EgrG_001076200	108	104	173	170	200	168
EgrG_001076300	4614	3853	2214	1905	3505	3674
EgrG_001076400	11	15	23	29	23	27
EgrG_001076500	7	5	28	14	10	13
EgrG_001076600	0	0	1	0	0	0
EgrG_001076700	543	475	591	563	663	683
EgrG_001076800	0	0	0	2	0	0
EgrG_001076900	662	573	340	287	451	428
EgrG_001077100	20583	17699	10934	9627	16188	16656
EgrG_001077400	1670	1467	1271	1153	1324	1368
EgrG_001077500	246	212	173	141	302	338
EgrG_001077600	3	2	1	1	3	3
EgrG_001077700	254	212	36	37	35	27
EgrG_001077900	1847	1563	1260	1034	1908	1921
EgrG_001078100	3512	3044	1978	1630	1957	2003
EgrG_001078200	1922	1695	3505	3011	2811	2779
EgrG_001078300	93	70	92	87	124	119
EgrG_001078400	101	84	52	58	105	87
EgrG_001078500	1411	1260	1192	1056	830	802
EgrG_001078600	820	661	602	543	760	806
EgrG_001078700	482	446	624	543	359	350
EgrG_001078800	47	41	132	109	87	109
EgrG_001079000	390	364	262	217	477	491
EgrG_001079100	281	249	137	98	279	253
EgrG_001079200	953	880	676	583	639	601
EgrG_001079300	350	302	271	208	341	416
EgrG_001079400	681	597	883	730	413	485
EgrG_001079500	3947	3439	1888	1644	1890	2019
EgrG_001079600	393	379	295	207	469	493
EgrG_001079700	345	277	370	328	519	474
EgrG_001079800	803	715	446	430	525	603
EgrG_001079900	517	456	454	431	361	384
EgrG_001080100	0	0	0	0	0	0
EgrG_001080200	21	16	5	8	7	12
EgrG_001080400	833	711	1375	1187	954	956
EgrG_001080500	1136	1027	572	498	915	983
EgrG_001080600	409	355	439	356	675	702
EgrG_001080700	269	258	163	150	287	321
EgrG_001080800	1833	1570	1086	915	1127	1226
EgrG_001080900	712	646	1182	985	847	782
EgrG_001081000	430	356	497	451	164	150
EgrG_001081100	710	638	924	818	534	477
EgrG_001081150	3091	2564	3157	2710	3284	3346
EgrG_001081200	85	58	54	45	102	102
EgrG_001081300	123	108	65	36	101	115
EgrG_001081400	1638	1418	935	854	1124	1142
EgrG_001081500	48	46	48	38	181	197
EgrG_001081600	1371	1152	1336	1142	1292	1318
EgrG_001081700	210	142	102	91	142	164
EgrG_001081800	63	42	37	23	22	39
EgrG_001081900	526	451	528	497	544	516
EgrG_001082000	3432	2896	3753	3181	3610	3852
EgrG_001082100	342	318	133	138	205	219
EgrG_001082200	28	27	44	21	44	41
EgrG_001082300	522	468	467	389	469	459
EgrG_001082400	1036	909	721	710	813	847
EgrG_001082600	886	797	1159	1012	953	975
EgrG_001082700	207	164	271	247	342	345
EgrG_001082900	956	834	215	210	331	366
EgrG_001083000	13	16	17	15	39	31
EgrG_001083050	226	202	147	135	199	194
EgrG_001083150	6	6	5	1	6	9
EgrG_001083200	557	492	793	699	583	659
EgrG_001083300	13	12	9	11	35	23
EgrG_001083400	3603	3102	4233	3782	3634	3810
EgrG_001083500	537	431	554	443	948	1024
EgrG_001083600	300	248	126	130	197	203
EgrG_001083700	1355	1203	1498	1333	1836	1913
EgrG_001083800	0	0	0	0	0	0
EgrG_001084200	0	0	0	0	0	0
EgrG_001084300	0	0	0	0	0	0
EgrG_001084400	0	0	0	0	0	0
EgrG_001084500	0	0	0	0	0	0
EgrG_001084600	818	700	460	436	532	531
EgrG_001084700	12	8	6	6	5	6
EgrG_001084800	2413	1956	1544	1390	1092	1075
EgrG_001084900	1324	1110	871	732	1460	1463
EgrG_001085000	0	0	1	0	0	0
EgrG_001085050	47	53	54	59	65	55
EgrG_001085100	688	619	783	791	557	568
EgrG_001085400	29199	25036	20188	17582	21029	21839
EgrG_001085500	2784	2487	2890	2603	4390	4737
EgrG_001085550	1538	1219	1831	1515	1720	1701
EgrG_001085700	822	699	878	761	1029	1005
EgrG_001085800	1988	1738	1166	1030	1409	1452
EgrG_001085900	2694	2254	1514	1347	1840	1851
EgrG_001086000	244	243	128	107	144	151
EgrG_001086100	53	39	93	69	29	23
EgrG_001086200	8	13	9	8	15	6
EgrG_001086300	512	388	327	302	757	807
EgrG_001086400	286	212	239	213	444	504
EgrG_001086600	225	231	237	172	297	315
EgrG_001086700	361	303	157	120	384	391
EgrG_001086800	37	37	21	11	25	36
EgrG_001086900	22	22	18	11	35	34
EgrG_001087000	350	244	151	116	202	235
EgrG_001087100	1134	968	998	849	1245	1270
EgrG_001087200	233	171	82	77	184	208
EgrG_001087300	888	805	941	847	822	839
EgrG_001087500	1120	964	532	450	711	735
EgrG_001087600	214	172	133	129	144	164
EgrG_001087700	708	638	469	444	755	821
EgrG_001087800	625	517	405	335	683	688
EgrG_001087900	943	794	59	63	114	102
EgrG_001088000	434	367	1001	820	641	668
EgrG_001088100	4	5	2	5	3	2
EgrG_001088200	229	205	250	208	242	252
EgrG_001088300	1	3	4	1	0	2
EgrG_001088400	1548	1392	1073	931	1313	1310
EgrG_001088500	150	138	150	146	350	360
EgrG_001088700	583	482	545	467	405	417
EgrG_001088800	2	0	1	0	1	1
EgrG_001088900	2697	2373	1080	941	1035	1045
EgrG_001089100	76	67	55	63	89	111
EgrG_001089200	50	46	33	26	44	54
EgrG_001089300	28	27	40	37	21	17
EgrG_001089400	28	25	23	22	9	14
EgrG_001089600	714	654	365	349	258	253
EgrG_001089700	19	21	37	20	29	33
EgrG_001089800	2876	2530	1212	1003	1734	1791
EgrG_001089900	1	0	0	0	0	0
EgrG_001090200	1052	892	826	735	1018	1030
EgrG_001090250	1435	1230	1238	1072	1144	1162
EgrG_001090300	143	134	121	112	173	191
EgrG_001090400	1138	947	547	478	857	859
EgrG_001090500	0	0	0	0	0	0
EgrG_001090600	0	0	0	0	0	0
EgrG_001090800	1258	1114	995	843	866	812
EgrG_001090900	371	293	316	271	675	702
EgrG_001091100	4	1	4	4	8	6
EgrG_001091200	3	3	6	4	6	4
EgrG_001091300	654	599	543	487	726	755
EgrG_001091400	1080	908	756	699	946	909
EgrG_001091500	32	24	23	24	26	28
EgrG_001091600	1916	1631	1921	1618	2005	2059
EgrG_001091700	652	552	381	323	724	713
EgrG_001091800	412	324	575	502	575	595
EgrG_001091900	49	42	53	47	90	99
EgrG_001092000	463	377	407	291	458	459
EgrG_001092100	195	151	162	143	171	173
EgrG_001092200	1	0	1	1	2	1
EgrG_001092300	1003	831	518	460	885	956
EgrG_001092500	2248	1876	1690	1384	2968	2880
EgrG_001092600	140	126	82	84	181	178
EgrG_001092700	698	627	952	788	790	854
EgrG_001092800	52	44	21	25	76	74
EgrG_001092900	75	47	40	37	127	124
EgrG_001093000	31	27	44	29	84	84
EgrG_001093100	2219	2048	1652	1465	2102	2169
EgrG_001093200	478	390	414	356	466	529
EgrG_001093300	20	25	17	14	38	56
EgrG_001093400	1	1	1	0	1	1
EgrG_001093500	116	112	24	29	76	60
EgrG_001093600	3	5	2	2	3	5
EgrG_001093700	308	308	319	300	340	377
EgrG_001093800	31	23	21	25	41	45
EgrG_001093900	27	21	14	19	32	36
EgrG_001094000	597	555	510	449	775	836
EgrG_001094100	600	515	495	415	717	757
EgrG_001094200	2224	1910	2449	2103	2364	2463
EgrG_001094300	1248	1015	900	747	1095	1162
EgrG_001094400	392	325	472	402	424	410
EgrG_001094500	446	361	236	229	247	231
EgrG_001094600	1355	1113	1615	1397	1289	1287
EgrG_001094700	851	877	765	638	742	800
EgrG_001094800	3	2	7	3	6	7
EgrG_001094900	163	157	60	50	94	93
EgrG_001095000	398	324	148	128	203	185
EgrG_001095100	1008	895	1446	1184	1376	1413
EgrG_001095200	1052	875	1001	930	1113	1146
EgrG_001095300	245	222	186	155	343	367
EgrG_001095400	0	0	0	0	0	0
EgrG_001095500	41	36	30	29	45	54
EgrG_001095600	1030	871	822	682	1133	1179
EgrG_001095800	1489	1201	1032	936	1304	1306
EgrG_001095900	1017	922	1114	1014	1637	1671
EgrG_001096000	1502	1380	1316	1124	1151	1129
EgrG_001096100	1402	1181	1016	882	1571	1628
EgrG_001096200	591	437	281	227	707	747
EgrG_001096300	1546	1264	1480	1261	1751	1852
EgrG_001096400	28	29	28	32	51	70
EgrG_001096500	1	2	0	0	4	1
EgrG_001096600	630	587	476	389	611	618
EgrG_001096700	850	684	1172	1006	1064	1074
EgrG_001096800	324	271	292	237	902	919
EgrG_001096900	548	469	258	233	426	444
EgrG_001097000	398	285	175	175	379	362
EgrG_001097100	432	328	313	278	549	565
EgrG_001097150	588	458	330	283	474	531
EgrG_001097200	844	734	979	791	1089	1124
EgrG_001097300	390	328	401	390	524	556
EgrG_001097400	1125	991	1438	1240	1244	1317
EgrG_001097500	67	67	122	102	74	73
EgrG_001097550	2480	2180	2508	2105	2540	2793
EgrG_001097700	2	1	1	0	0	1
EgrG_001097800	0	0	0	0	0	0
EgrG_001097900	1	2	0	0	0	0
EgrG_001098000	1536	1216	2008	1713	2026	2169
EgrG_001098100	1839	1594	2931	2408	2295	2294
EgrG_001098200	0	0	0	0	0	0
EgrG_001098300	0	1	2	1	3	1
EgrG_001098400	1208	973	699	622	840	823
EgrG_001098500	10	13	3	6	10	8
EgrG_001098600	0	0	0	0	0	0
EgrG_001098700	990	876	823	762	781	784
EgrG_001098800	685	607	690	595	657	675
EgrG_001098900	2631	2214	1205	1075	2131	2105
EgrG_001099000	0	0	0	0	0	0
EgrG_001099100	6	4	3	2	9	4
EgrG_001099200	220	224	228	172	225	227
EgrG_001099300	572	514	498	373	721	707
EgrG_001099350	363	312	261	245	412	395
EgrG_001099400	354	321	309	266	342	372
EgrG_001099500	746	663	1046	931	1098	1073
EgrG_001099600	0	1	1	0	2	1
EgrG_001099700	1849	1587	1413	1216	1927	1904
EgrG_001099800	1151	1051	999	811	1522	1647
EgrG_001099900	1	4	1	1	1	3
EgrG_001100000	204	157	90	81	158	150
EgrG_001100100	157	167	185	160	259	252
EgrG_001100200	2453	2039	1032	847	1468	1456
EgrG_001100300	786	704	711	622	1117	1068
EgrG_001100400	181	147	131	142	288	292
EgrG_001100700	1136	974	1159	1012	1616	1681
EgrG_001100800	329	299	176	107	291	331
EgrG_001100900	520	424	259	220	481	482
EgrG_001101100	16	5	15	12	18	21
EgrG_001101200	653	522	712	616	682	725
EgrG_001101300	3037	2581	1742	1470	2175	2356
EgrG_001101400	13	18	19	25	36	30
EgrG_001101500	24	19	28	27	32	23
EgrG_001101600	52	56	47	54	108	108
EgrG_001101700	1849	1553	2591	2183	2204	2221
EgrG_001101800	956	865	889	729	1237	1250
EgrG_001101900	1376	1074	822	661	1331	1281
EgrG_001102000	166	133	141	122	225	222
EgrG_001102100	601	530	696	539	820	818
EgrG_001102200	67	49	48	51	87	101
EgrG_001102300	1291	1181	899	773	1159	1169
EgrG_001102400	1274	1060	1674	1476	1705	1708
EgrG_001102500	630	512	429	372	628	613
EgrG_001102600	81	75	70	60	123	141
EgrG_001102800	0	0	0	0	0	0
EgrG_001102900	1	1	0	0	0	0
EgrG_001103100	1617	1332	2162	1954	2119	2032
EgrG_001103400	1071	960	1780	1532	1319	1298
EgrG_001103500	6	2	3	2	5	3
EgrG_001103600	443	374	323	276	427	429
EgrG_001103700	12	15	3	5	15	7
EgrG_001103800	622	477	846	753	747	791
EgrG_001103900	139	127	191	147	243	246
EgrG_001104200	773	762	681	586	751	766
EgrG_001104300	941	877	1047	930	863	838
EgrG_001104400	1209	1024	981	884	899	929
EgrG_001104500	2175	1781	972	832	957	934
EgrG_001104800	6751	5694	4427	3737	4651	4787
EgrG_001104900	403	316	496	423	388	402
EgrG_001105200	3219	2650	2876	2498	2443	2567
EgrG_001105300	965	876	875	701	910	976
EgrG_001105400	0	0	0	0	0	0
EgrG_001105500	0	0	0	0	0	0
EgrG_001106000	622	509	409	348	437	446
EgrG_001106100	864	726	1005	856	1584	1615
EgrG_001106200	702	634	479	397	729	758
EgrG_001106300	277	188	307	296	251	287
EgrG_001106400	342	303	457	371	561	621
EgrG_001106500	2207	1899	1168	1033	1199	1150
EgrG_001106600	288	240	195	167	314	303
EgrG_001106700	0	0	2	0	1	0
EgrG_001106800	850	684	918	791	1173	1155
EgrG_001107000	7868	6821	7439	6476	5576	6053
EgrG_001107100	57	43	35	32	70	67
EgrG_001107200	96	99	162	152	174	186
EgrG_001107300	0	1	0	1	1	0
EgrG_001107500	2558	2251	1515	1301	1780	1876
EgrG_001107600	712	599	541	453	797	859
EgrG_001107700	2015	1763	2363	1940	2149	2146
EgrG_001107800	766	639	407	334	596	621
EgrG_001107900	666	595	421	337	576	580
EgrG_001107950	2275	2019	2133	1757	1623	1755
EgrG_001108300	83	82	121	118	114	122
EgrG_001108400	366	337	320	287	334	367
EgrG_001108500	148	106	86	82	154	145
EgrG_001108600	3840	3210	2667	2304	2494	2630
EgrG_001108700	0	0	0	0	0	0
EgrG_001108800	0	0	0	0	0	1
EgrG_001108900	0	0	1	2	2	0
EgrG_001109000	0	0	0	0	0	1
EgrG_001109100	0	0	0	0	0	0
EgrG_001109200	0	0	0	0	0	0
EgrG_001109300	5	5	15	10	3	4
EgrG_001109400	1	0	0	0	0	0
EgrG_001109500	608	469	523	494	694	690
EgrG_001109600	703	563	515	482	654	548
EgrG_001109700	0	1	0	1	0	0
EgrG_001109900	33	28	49	32	63	71
EgrG_001110000	879	720	286	232	337	372
EgrG_001110100	128	114	239	210	198	180
EgrG_001110200	286	259	214	214	339	388
EgrG_001110300	2	2	6	6	3	5
EgrG_001110400	937	749	1216	1120	1226	1335
EgrG_001110500	18	17	11	9	8	9
EgrG_001110600	58	47	43	39	40	60
EgrG_001110700	2329	2043	4455	3860	2800	2885
EgrG_001110900	215	195	249	218	359	371
EgrG_001111000	522	459	370	337	570	585
EgrG_001111100	2861	2453	1517	1300	1993	1964
EgrG_001111200	308	279	156	101	206	258
EgrG_001111300	132	107	121	94	359	392
EgrG_001111600	71	59	42	28	105	99
EgrG_001111700	188	162	107	74	242	281
EgrG_001111800	29	40	29	25	27	39
EgrG_001111900	1032	874	662	535	875	874
EgrG_001112100	17	10	18	12	12	16
EgrG_001112200	5	0	2	5	3	4
EgrG_001112500	105	79	63	50	82	96
EgrG_001112900	32	26	39	31	45	37
EgrG_001113100	6	8	0	1	0	4
EgrG_001113200	0	0	2	2	0	0
EgrG_001113300	0	0	0	0	0	0
EgrG_001113700	402	361	384	300	607	611
EgrG_001113800	554	454	442	400	756	816
EgrG_001113900	56	65	39	34	89	80
EgrG_001114000	643	571	514	453	592	579
EgrG_001114100	0	0	0	0	0	0
EgrG_001114300	358	300	223	179	246	266
EgrG_001114500	673	574	778	613	1328	1414
EgrG_001114600	1264	1174	1172	1013	1106	1162
EgrG_001114700	1248	1063	653	581	1169	1124
EgrG_001114800	400	366	420	373	536	590
EgrG_001114910	152	135	145	130	199	176
EgrG_001114920	359	333	179	167	400	430
EgrG_001115000	481	383	541	475	456	466
